material,Vset,Vreset,dt,endurance,latency,energy
TiO2,3.6822732311859276,-3.806230714603656,5.016842162078531e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.428636485916017,-3.582733884136425,5.018079973978723e-08,280235856.79527503,2.385120438930244e-07,3.4019448369448924e-10
Al2O3,3.5340718473692654,-1.157761801099042,5.014922186267278e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.3950933147362414,-3.77538332832456,5.0156113591752916e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.2189831769780035,-3.342374558248407,5.01818404938012e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.5759785819080925,-3.4230350569729824,5.01826067529803e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.6390462228367193,-3.7027621570297695,5.0196857901743044e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.1161426496751377,-3.3201700060936057,5.0185071893219445e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.631671368832242,-3.7622884734507447,5.018344991743925e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.5712067334446296,-1.387754561446369,5.0165018752604654e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.5758923801125393,-1.239582265571066,5.019968510632871e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.6608323884176963,-1.4597258219728633,5.0182802463775404e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.6776297418033685,-3.650726237160267,5.0173507205398305e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.7396709962140458,-1.1240506769051812,5.018273983824e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.945573538166868,-3.9346501153631275,5.017361306729475e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.795275628274422,-3.5905756477510637,5.020227313017798e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.4484676484672105,-1.001105826365182,5.0151646636786834e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.5666455563958053,-3.6948292754747247,5.01721570241673e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.261530991800984,-1.2143141280060257,5.018381154949157e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.4481727469460826,-3.259248383890556,5.0191929639071136e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.5088645290931426,-3.272054106230743,5.018506116337044e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.277504484136456,-3.2741146425470107,5.019334486928131e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.620637716864045,-3.668264231660989,5.0177096484871806e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.551019184129891,-3.3945531480726387,5.0182742047517924e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.0648614652486497,-3.5529337658766766,5.019041499917571e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.598456132783565,-3.7790239564622783,5.018699812073523e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.4902382508833716,-3.6597010696904584,5.020976759207538e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7919776998543124,-3.7843860700674488,5.0193179605017925e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.7937717725864903,-0.9941470312067215,5.017529756046388e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.243144609137814,-3.340360151985849,5.017145936274067e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3654163735492884,-3.469000688614872,5.0197440730649645e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.4287476386651052,-3.4752441480489233,5.015402464306765e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.5755343120786651,-1.391024187325172,5.018906854191997e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.225102635756457,-1.2008909179851477,5.018100226350911e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.698947197947655,-3.640204369008309,5.017786896118939e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.0237091291130123,-3.768173465963978,5.017283406970678e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.6072576843097943,-1.1543349534349052,5.018220881587994e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.5975634147282882,-3.6868761397499603,5.0154298570020843e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.503019978896466,-3.6569413322070923,5.016913577720613e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.782144805172684,-3.6811840938367184,5.017902774198126e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6929381064205753,-3.6983723957505883,5.018133064808399e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.525891693860838,-3.977651800220619,5.0183092782525455e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.2572815843502407,-3.787408389837885,5.0161777965075506e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.8634311692541203,-3.817758657994212,5.018629271551676e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.1783550635595874,-3.541905750156539,5.020770720580089e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.7062482971184885,-1.1226586004698622,5.017267734699114e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.6248008476644005,-3.567428903908529,5.018824310638929e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.4970462781958551,-3.397314119849064,5.0173880920304386e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.8086178821273036,-3.6713561643936363,5.018685057963624e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.4526578936829946,-3.3947834242071626,5.017483842049113e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.5425885924296647,-3.639885806536678,5.017012248332586e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.2379071175473446,-3.2526384468203933,5.017294078910569e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.5341075627214067,-3.3822377841110445,5.0207661848899096e-08,280235856.79527503,2.1717028175771702e-08,4.1566186603780864e-10
Al2O3,1.3181683501736197,-1.2982103204396265,5.015465581541096e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
HfO2,3.224639618027288,-1.4509718061656214,5.017992774799878e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.844523248580283,-3.7955290316325527,5.017692271931232e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.265791468069647,-3.1787190027346237,5.017970731561924e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.5632032864987793,-3.4070160539677965,5.0177999856304276e-08,280235856.79527503,1.2482047395678819e-08,4.3865394649955647e-10
HfO2,3.692880246347027,-3.6411731053430647,5.0179402041329277e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.65517317230196,-3.8367516738869125,5.0156661783544524e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.1338702403293084,-3.561868292381098,5.017623591088611e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.2292382011976823,-3.821005609116647,5.018775680630893e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,1.5859828788979657,-3.163238782376733,5.0196651847902606e-08,362287.1689926989,5.822703030844423e-08,4.581925949764809e-10
Al2O3,3.4886244288620496,-3.6108534904166127,5.0160201614889905e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.2642893022995843,-1.407009905971183,5.0197608124071e-08,63919970.06626337,1.0476043144080904e-08,1.07245292854663e-09
HfO2,3.7557422370591693,-3.836762253711965,5.0178751054511665e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.386867273044518,-1.1194303440525522,5.016990180503311e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.796261794328176,-0.9735023622668004,5.0192825757827664e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,1.5259862208145145,-3.6437578958856935,5.016938559527292e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.4925229298288594,-3.7424912488276707,5.017553780721999e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.2593225446730694,-3.296407660188535,5.016037590698509e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.576151155982622,-3.588549259530578,5.0169249457476586e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.652261739322304,-3.651335357906586,5.017902517832682e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6576137704723077,-1.1779999170056494,5.019814729297984e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.7494956066028067,-3.725776324198228,5.017392291838227e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.4552149926714082,-3.5237729880195707,5.018193069950796e-08,280235856.79527503,1.082380407524397e-07,3.664648168255624e-10
Al2O3,3.225056161291956,-3.336173471365825,5.018103282213369e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.5804679435097535,-3.6873815868772755,5.0158043654309257e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.707486365226318,-0.9489319454112577,5.0171433283246496e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.354919039991464,-3.6636297160829727,5.017176542071949e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.2950788608023205,-3.627738979687936,5.019474544466646e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.689308727615794,-3.715268354816607,5.019215388930738e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.666264120827088,-3.6842157342641992,5.017045404987347e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.1156327028938993,-3.4391613179627667,5.0177717025250476e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6035950280957225,-3.7541671950376148,5.017602246597498e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.374387554320064,-3.497502870628664,5.0165324778114056e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.743508936163913,-3.7466919296056163,5.0197504308620244e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.2625497689387906,-3.7572798161472805,5.015606398532441e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.7964494256946093,-3.9171092719068565,5.019749150822972e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.5325793469752753,-1.425175569370075,5.0164552522729505e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.3493576648508956,-3.6631294206605105,5.0175669075750344e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3855632572290337,-1.3861184111321352,5.015691492756009e-08,9440556052.531176,7.527360423864593e-07,9.018901250823497e-11
HfO2,3.39313857915739,-3.72816682124823,5.0200123184871984e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.300403095283892,-3.6352980670519877,5.019384595815911e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.305912806370048,-3.642244129733732,5.017446444661151e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.8335676137570163,-3.778506480018071,5.0193065735829806e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.6555518195549723,-3.6918606356544057,5.018463870902514e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.635435704308928,-3.7004058719594104,5.013907050255273e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.563885162972059,-1.1236834753833347,5.016573373052563e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,1.4288166049069477,-1.2759452287135042,5.017563267456807e-08,8838905646.102129,2.6676401887471e-07,1.5681026095670791e-10
TiO2,3.6238418330213724,-1.042428485681968,5.0196463781870246e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,1.253198994776027,-3.5145123131417817,5.016012581621996e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,1.0192131725807039,-3.4365088683798684,5.018646944367263e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
HfO2,3.455040204018789,-3.6649600587387594,5.018045736765112e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.4051299227063863,-3.676480006307029,5.0162947725780416e-08,280235856.79527503,4.147120478137367e-07,3.134438403273876e-10
HfO2,3.6584238884617726,-3.6517803225757164,5.018647509076432e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.4836264684991436,-1.241262852393075,5.014511289547947e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.5378840567482195,-3.6375294343401063,5.0145923426491395e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3250893455339154,-1.1649676183049378,5.015237457570917e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.3350484046612863,-1.3185335439086439,5.0168997846940594e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,1.202308739273634,-1.2301542715440301,5.0161012931506185e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
Al2O3,3.248806423981563,-3.4920602138286903,5.0185933003542886e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6855576352071955,-3.8125057561039197,5.018357108141923e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.5136305050757946,-3.8435323569215063,5.0174895518162665e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.474709831390701,-3.480836039826137,5.018285452812456e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.7649134418053416,-3.482268685648885,5.016361729038795e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.324364862217979,-3.4628302438683978,5.017780214532251e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.5355505658718602,-3.537831421739447,5.0159100981204665e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.1119664705397154,-1.3925949905331354,5.019629175457971e-08,63919970.06626337,1.8488037767383503e-08,1.0705355595053145e-09
HfO2,3.4849882256474967,-3.329171505102585,5.018958612604675e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,0.9953762524422569,-3.740251591242304,5.0194071041958484e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,1.2417848614876734,-3.439559386806681,5.017060960558417e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,1.1091271644470477,-3.7278076769875508,5.0175572078035784e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.596170379402741,-3.763094122907827,5.018011449259021e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.7156236505103077,-3.6864356070146242,5.018319052388561e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.692926358937565,-3.8632411922407566,5.015443728409953e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.1099427316281465,-3.7177647430551497,5.0166262557618854e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.573315929376279,-3.8889303299466698,5.01805298809385e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.564140156379665,-3.3820818408617432,5.0173451693014204e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.473262647101011,-1.447229557964825,5.019088184715092e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.6768539998240684,-3.701003975991579,5.019358510396752e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.425448110942227,-3.4998581620640397,5.017214164514844e-08,280235856.79527503,2.385120438930244e-07,3.4019448369448924e-10
TiO2,3.7851270411508295,-3.759768663715246,5.017774667378248e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.240961051422669,-3.586917863946131,5.019545687246896e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.8629835711680123,-3.9297098925473732,5.016983397421212e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6382558048409654,-3.625630575584816,5.018577499270063e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.391087243318416,-1.2489988525337652,5.018809967513559e-08,9440556052.531176,7.631260245943849e-07,8.96908745190439e-11
TiO2,3.8702128104260307,-3.9409227557614512,5.018436303987145e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.5325940548445267,-3.2030854693213486,5.018302222759086e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.2525324522097991,-3.489950788269993,5.020072242493664e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.4271116466660194,-3.5426930395807594,5.0183846350253926e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.637298763788765,-3.563828682297967,5.016047422813284e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.539651328327081,-1.207770788710842,5.016989990993772e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.7152256084939292,-0.8930468195771031,5.018225336586203e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.704260874053042,-1.190523516955269,5.017267714741112e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.369625911396205,-3.6050815113592614,5.017168107708773e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.716914539940739,-1.4284252594480376,5.020068301591008e-08,5012174502.835885,1.1618003270541521e-07,4.476591389246387e-10
Al2O3,3.45442101280916,-3.474032587746778,5.0171260985540036e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6424835305508143,-3.690589125689329,5.018139020205491e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.745362654297894,-1.2864063351399957,5.0194294230699985e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.1629931944462895,-3.380703471026722,5.017059848760809e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.2259037803252935,-1.2938212048358535,5.0170750985145566e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,1.4374229429502974,-1.2636186032731356,5.0182010521666134e-08,8664436482.028414,2.1057601884422184e-07,1.6697096656692612e-10
Al2O3,3.745391645902494,-3.623480571889395,5.018058855333033e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6321295771068183,-3.471626467739489,5.016692622536912e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.1646681376164574,-3.852807768331077,5.016759279626655e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.717931564887616,-3.883285500869022,5.018453342244259e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.3760977081988344,-1.1757419141416987,5.0170637791156864e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.7289565118494767,-3.5893380015371577,5.0165033878124496e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.121973715889529,-3.3922220606318905,5.017512819240924e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6038314417019857,-3.6864304138258976,5.0181150775678315e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.696218328960411,-1.1541449511064492,5.0195059372517384e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.206561315988977,-3.321498265452236,5.0211157933285074e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.79025070868766,-3.7658253603173826,5.0173769071866364e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.829275693328537,-3.9304519226033476,5.019672763939756e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.5259727773335445,-3.7455121665609177,5.018890948792698e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.4722366124602813,-1.364967988637698,5.0175191584561566e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.153327855195628,-3.3315218834596227,5.019120202572172e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3613357303474094,-3.4993533652266775,5.0176376535220584e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.781753411669725,-3.653000136307873,5.0182510274816534e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.456163000617865,-1.2813135939453453,5.0186432784405206e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.8499248850343015,-3.8534116624940546,5.017156276505481e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.364737876182778,-3.68516564463034,5.017893050306725e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.7468297129492196,-3.8795917068961927,5.01857286900371e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.551342436797225,-0.9268050609722924,5.017127523342188e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.061024521518692,-1.429244683867764,5.0142800760778944e-08,63919970.06626337,5.714042572435574e-09,1.0747188763926552e-09
Al2O3,3.670845515210372,-1.0957190924528755,5.015785034505733e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.151214151848991,-3.569596478756029,5.019867644939851e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.752547940969893,-1.1629074131787456,5.017446406710341e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,1.483343864541314,-3.7581730903322677,5.017233744593554e-08,280235856.79527503,6.600104995868605e-08,3.8027066218138117e-10
HfO2,3.339117980106905,-1.5199858396864596,5.0169717696710034e-08,267819.86404442514,1.5241027995216427e-08,1.0842075119643635e-09
Al2O3,3.7694265937557523,-3.841310509246957,5.0144705419794484e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7614525843982713,-3.87255090366825,5.01798130754248e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6181040195915513,-3.6000447951724523,5.019334421780102e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.2746359887576577,-3.561346152015217,5.016320123577733e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.722938862394754,-3.8632380689413393,5.018196307593264e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6849800007445124,-3.7929851746018795,5.016868078864923e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.6728920882159601,-3.4422361195656297,5.0184278591456555e-08,256847846.24379814,3.7151704646021244e-07,4.6533513153868e-10
TiO2,1.3373735524507733,-3.5466111317828313,5.0162437503429334e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.845424359133749,-3.599232326346349,5.018194366006062e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.690485601717003,-3.699081175443147,5.0189498533670554e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.3153262855032795,-1.487254963693875,5.020786265719249e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.770078400829987,-3.5530724182883575,5.018035667664486e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2434384066320447,-3.3936716506218128,5.019526188557432e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.082505667991932,-0.9428015142802941,5.0148002326887525e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
TiO2,1.0890090317646,-1.220796939480873,5.016438660070674e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,1.4013203382448547,-1.2066571626315263,5.015880923941621e-08,9308908957.35541,5.792550723526801e-07,1.1206625384618807e-10
Al2O3,3.391966000589578,-3.5228563952839753,5.015937745159301e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3459951521943843,-3.5890055450680856,5.01652854774022e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.751709051993868,-3.769719372555212,5.016318669511463e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.3694783546901457,-1.4225357459913837,5.020263707706453e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,1.0542377635790336,-3.634513992427419,5.0165696832208676e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.3477154597199945,-1.1696814960691997,5.018558840020455e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.2827186933837416,-3.5938039434904936,5.0178471923369266e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3729336706485995,-3.570784890647605,5.0152029988839224e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.329470354025254,-1.242088672436446,5.0179619877412774e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
Al2O3,3.750932223385216,-3.617616559458503,5.016392800208629e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.021693276192851,-0.9243654515218909,5.01422994053936e-08,9494787455.80712,1.0122100206899631e-06,6.163505643363987e-11
TiO2,3.765035824959254,-1.0042367813335522,5.017829933179769e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.6801403934694514,-3.718264111154121,5.0176264091040197e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,1.3643289982224511,-3.498278239950287,5.0157182019109654e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
