material,Vset,Vreset,dt,endurance,latency,energy
TiO2,1.4171411068235755,-1.196739725822031,5.0206166837239373e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.837900620447228,-3.876390057684223,5.015315128177733e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.6740547936721466,-1.1575139053000498,5.015803881487143e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.1960936828070587,-3.501430530358056,5.017407754164883e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.366807936092879,-1.2255383382831075,5.018985130875853e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.356008365021566,-3.6021683230423602,5.017609366540841e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.7340594378702274,-3.8680142690581167,5.016467738151307e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.8072887832895583,-3.619850980357994,5.018366090372609e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.232260280492527,-3.3252970762625553,5.017078250485752e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.8467102373585025,-3.834679406930394,5.0203850554621956e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7420100741719935,-3.704693322867899,5.0170637749014764e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.5202793110731445,-3.649640543852083,5.017712197851075e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,0.9179263234556656,-3.8619439818828405,5.017970744244349e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.297006544263171,-3.614899270510457,5.019965452996956e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6364917669459738,-3.4524913929897574,5.017031853017968e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.482760079839249,-3.741146912454612,5.017151401788667e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5756461019725743,-3.8130033642870464,5.0179590869294586e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.151466320815359,-3.808885554280509,5.0179556407757076e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.519054770270629,-3.658899574080911,5.015978747577668e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.584049152940671,-3.5236079859418714,5.0180348424034496e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.577458870800875,-1.2252049210784928,5.017283975953611e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
HfO2,3.6857439958821345,-3.6329294027375796,5.0180939945832606e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3098635558128393,-0.9572117102711539,5.018376372268837e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.726469948167283,-3.836199004648159,5.018028476645828e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.7433565967041496,-3.7583919569458146,5.018650844782019e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.574335959303789,-3.6898266994603284,5.015701722298545e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4794238487800646,-3.3245659428083005,5.018270291722111e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7297130333372577,-3.6711420671783213,5.01424902058668e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.5127134677860807,-3.872069169905448,5.016159591388333e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.496229657727662,-0.997008490286579,5.018525631461811e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.650896005918601,-1.174129604762816,5.018925613730776e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.613744921825374,-3.6401884570639815,5.019222169486466e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6447256904912635,-3.59021773452056,5.015486127012939e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.893910758724175,-3.9071155438380942,5.016853272265933e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.875564121574528,-3.871019319233803,5.015978046912478e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.7767128606963407,-3.7787182312772036,5.018926059023926e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.778348437324942,-3.7377698273736923,5.017457157081667e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.755053758239689,-3.6433419413410215,5.0183616968969505e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2619801238396393,-3.625860996295869,5.017520960231315e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6848882492936434,-3.6922275248535046,5.0182959345423646e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.196301210906556,-3.2255283086537165,5.016703098503984e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2489579966634856,-3.6605300876175044,5.016854643997521e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.430147467760218,-1.2339398796658614,5.01796969577971e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.557833675156753,-3.6356277294346957,5.019190935000542e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.0735846259519506,-3.183299556088518,5.019607056092107e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.6799005286445663,-3.83971496751904,5.018360723017778e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3183749254525132,-1.1499123261897686,5.019131521526968e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.5609813114101556,-1.259408306572273,5.0160073216300465e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.652123900934156,-3.687435008311056,5.020495863782566e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.4963534333460027,-3.2597558323338145,5.0193778017299855e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.181402157774212,-3.830009497476213,5.019467673603742e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.601668310905503,-3.7570428393212345,5.0207744998432245e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.8122724113885056,-3.872753538269624,5.015251146350011e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.386173252949458,-3.502536278494448,5.0163468380304685e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.7672944542928306,-0.9686405232949351,5.01939127630354e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,3.710364499554628,-3.7998219504057356,5.0166954137006594e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6381805279138755,-3.6566399657744397,5.0195999981258094e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6112261547503888,-1.120181948708539,5.0176665890818e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.8440863398022804,-3.9023652727340457,5.01563011721507e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.8201564723490815,-3.771221752384858,5.014219286379099e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.6668343996449266,-3.7034374909514165,5.0189781908648137e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,1.389475450752497,-3.3074151772776537,5.0190924265231094e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
TiO2,3.7641252231491062,-3.945859820622257,5.0160441283044204e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.3276092403346367,-3.6717059229320244,5.016184948185328e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.161298664104157,-3.34976753958065,5.017736320664243e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.22906857834297,-1.4214708389912523,5.017732533514947e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.169799500877403,-3.701439545243486,5.014369451399483e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.0701436550938996,-3.7707659522038193,5.0188530833621646e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
Al2O3,0.9232951350478416,-3.695659905010396,5.017507495466865e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
TiO2,3.6657784960580955,-3.76914464677294,5.0176671234714746e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.2870402668654135,-3.7720057965555482,5.020194796430407e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.1052061564887488,-3.8719534249311023,5.019936276168829e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.740419017921573,-3.847789723543216,5.0177188955127375e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.262531350264436,-3.5573032224879384,5.0164347278792953e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.503812588072174,-1.445123067781645,5.0156836620678994e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.625911024998988,-3.5456553645050013,5.0174643004458947e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.0982399663186033,-1.5777961908909117,5.0194671195552834e-08,267819.86404442514,2.195037041019532e-09,1.0924921522992292e-09
Al2O3,3.105501638094128,-3.6408841016645663,5.0183955790126564e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.26697782437597,-3.724473007051334,5.019546616551701e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.186607916824131,-3.287507504746213,5.018804784784859e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.644868172119529,-3.7728685236060335,5.018636251615827e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6486535073551147,-3.6797944260781517,5.0174077830540585e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.638932161600456,-3.6200965193367387,5.018182162304183e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.828050507297271,-3.7909306485488075,5.01831301476758e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.106760365271533,-3.5792152122222505,5.0199309532814026e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.108979043876775,-3.751010355324039,5.019852845541956e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.5036924760869095,-3.419410201952327,5.0175311465244315e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7561216590406437,-3.6756727752574663,5.016438619425528e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.1878237174060378,-3.61921834927739,5.0192058997905327e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
Al2O3,3.386237690297727,-3.5686471865614116,5.019625592516252e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,4.196180306186562,-3.992092895625633,5.019118961436926e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.339814664515549,-3.6037048527775073,5.018686601294355e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.615775264505557,-1.0596374802838562,5.0157638962043295e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.191921224488966,-3.383803945997002,5.0173594192490586e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.618206761338392,-1.0787193821525864,5.014265061300296e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.6812133098709747,-1.2097344717804264,5.01723205426322e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
TiO2,3.5695242900196362,-3.469949074843051,5.018796696976916e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.5039081413362236,-3.5859046690592447,5.018489122121459e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.658072452477092,-3.6601895424641646,5.0176919166478374e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.8210374668763825,-3.9071257719402395,5.0142146383771325e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.462989397643165,-3.5710774770587,5.0180735922333034e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.571566626870306,-3.2927112264831964,5.017087436200877e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.848493761470036,-3.7765737134010604,5.0193278880062985e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.731269006188861,-3.7089544826013374,5.0186766324013544e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.48021458785962,-3.5975245739211523,5.01864388524756e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.585598532445541,-3.6183261328792367,5.017475031656557e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.235210206809116,-1.1758361960954615,5.0166654500523346e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.2853375448809414,-3.6655769455459337,5.017804113510171e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.4783824773746463,-3.3185140836031612,5.017683909784496e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.6174386082231313,-3.7025128153849165,5.0163953944275744e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.353864753219595,-3.4925367109296346,5.0202223751180704e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.577779720954908,-3.6725080147440172,5.0170961690628906e-08,362287.1689926989,7.520603162447514e-08,4.4703582502414463e-10
HfO2,3.915115497435484,-3.8693922490644725,5.0194728549691765e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.0965427671179677,-3.4973915594356004,5.019740670300647e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5174558538612457,-3.603731902606576,5.01576657863761e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7295886526494755,-3.73514950402435,5.0187677628165985e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.661769336981304,-3.7467147247672403,5.0189166961486183e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.546478462952627,-3.675672208675324,5.0174045545346606e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.2743146990393048,-1.1576285688462629,5.017182870796282e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,1.5649915818772346,-1.4156164658013135,5.018824606246771e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.319443338079539,-1.5017890065381327,5.0185653009479234e-08,287133254.63924074,3.7218029547148035e-08,1.1015912418366192e-09
Al2O3,3.5367610538724294,-3.3133209389087055,5.0167553043949723e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.448223395854077,-3.6685063752965434,5.020231211963343e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.711666217812522,-3.7659646144508545,5.017591484978785e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2488880016052117,-1.400422496831824,5.016450308505732e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
TiO2,3.6245438498820546,-3.718462744907424,5.020810939514627e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.324785513836048,-3.392235148376543,5.0169715184343834e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,1.3743486672516976,-3.4362178983737093,5.0172903080119266e-08,280235856.79527503,9.839580457082775e-07,2.450192791714212e-10
HfO2,3.546092143702781,-3.8252125246045288,5.018682389398615e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.425122535933524,-3.658430400179642,5.0174235127023e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.822602671481267,-3.9586879984326013,5.016347929993292e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.785627300249728,-3.706855570656147,5.01813965338018e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.8338016672633293,-3.891286732736649,5.017392178421279e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.0747573430461106,-3.3692155368712853,5.019332577741744e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.371363343151753,-1.185776445547659,5.015269426747348e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
TiO2,1.358792736159047,-1.2942757993451024,5.01980462929185e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.32732218592015,-1.2590077865854266,5.018555306988127e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.659241721241724,-3.530402428490002,5.01812082291319e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.2079424924359634,-1.094690526384865,5.0178140997336475e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
Al2O3,3.236652598205244,-3.5037923449536703,5.016062912240566e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6560298441180406,-3.8400071789104535,5.0177895077729e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.7953201896978195,-3.7117760369578257,5.0192833747343596e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.5945962132589173,-3.3308247800977795,5.019446733851203e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5068017606919115,-3.220460632195925,5.0204106594623606e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.6199030280110147,-3.8050414972472084,5.019361208196234e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,1.43508835483254,-3.3912529806332294,5.01952261956485e-08,280235856.79527503,1.823240438625362e-07,3.5035518930470744e-10
TiO2,3.7319161182315845,-3.9022883861065023,5.016577772773965e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.285768292799089,-3.470942950759364,5.0175835843151606e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.34096023576348,-1.1582920672482704,5.018424606898682e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.7989767301746307,-3.859419174164829,5.015309150049476e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.2842619072410493,-3.2991497774509764,5.0187862465501205e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.690930889299464,-3.645134862930076,5.018500459491412e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.5704383347023088,-1.2195447176255865,5.018021502513942e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.576759536073742,-1.0278911380359013,5.017073016251809e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,0.9509845936615735,-3.765222806218682,5.019084418779084e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
TiO2,3.592145930127689,-3.625315579583465,5.016935851660715e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.3624882441374675,-3.3952518295018566,5.017507017003603e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3352013866344103,-1.2410678928619059,5.017717609794233e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.2264579678193783,-3.379992057223603,5.01588817615086e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.7448284850092843,-3.6756692298905604,5.0171784612742765e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.1247031009863293,-1.3330270672674147,5.0182148132083505e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
HfO2,3.319788495446506,-3.540780772592393,5.018449729906234e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.4446072530043077,-3.74712932166149,5.017734838220591e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.653017870880528,-3.3337059815464793,5.017821799475212e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.5049984254225395,-3.570296261600452,5.015621354798242e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.4431293798703804,-3.5462841239322485,5.0174545722833097e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.7358731575793778,-3.751650258878269,5.019227155478998e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.70240794248038,-3.814261118369217,5.0190452769570355e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,1.3209885232463552,-3.558534943026421,5.019737238939278e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
TiO2,3.853739121232967,-3.91485548779232,5.0171196014638975e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.3104162043301244,-3.731948289190171,5.0179171591441265e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.5845321450770014,-3.56667254489968,5.0178777007521216e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.542706269065416,-3.339791205697067,5.0202282919908505e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.5839626495387105,-3.4185730362469267,5.015798862051176e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.779618451573512,-3.8938476553627854,5.016598736169261e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.4857188848642073,-3.7708934798955602,5.0181431575520294e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.6687744338701336,-3.861346460938944,5.017202180240364e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,1.3165070552182703,-3.7339713149396623,5.0166605131738146e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,1.4636512275863522,-3.5950631919340963,5.017063722374777e-08,280235856.79527503,1.082380407524397e-07,3.664648168255624e-10
Al2O3,3.445794184797517,-3.8862219228710293,5.020282713677792e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.509434428242729,-3.3321308722613585,5.017892747913835e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7074030632399513,-3.8607769090006387,5.019863965848648e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.8085197703780915,-3.741927638826481,5.018546029356966e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.769348746856851,-3.859440347883851,5.016552513648654e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,3.3488439875119695,-3.4408758039533627,5.016458577672703e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
Al2O3,3.211777589305633,-3.4639035732904886,5.019243477127784e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,3.618306881638664,-3.330393215879323,5.0186020108814217e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.3210969273568134,-3.4518158514201285,5.019106222410669e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
HfO2,1.2623672530401413,-3.528972731147352,5.0193610148831154e-08,362287.1689926989,7.824620240626246e-07,2.905099216743423e-10
TiO2,3.8419976308242116,-3.74790556708352,5.018345071463228e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.0275631901897262,-3.6804316565382864,5.016547420741622e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
HfO2,3.752111999725276,-3.8282510869388258,5.0165060798350336e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.763024472532579,-1.042354745805636,5.01886201043863e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
TiO2,3.2149817398920035,-3.629805435046923,5.0178467417465476e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.1476871348534525,-3.5299714452425195,5.017232683329184e-08,256847846.24379814,7.335210341352649e-07,3.5865403702484144e-10
Al2O3,3.4620256423278413,-3.7274024486636033,5.014134609232696e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.4327768729108,-3.723476067173068,5.016195623551314e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
Al2O3,3.3471367460006896,-3.6326555504062723,5.016385658792696e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,3.6882024324746023,-3.6251931307705054,5.017116945950665e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
HfO2,3.706405240344707,-3.714807505041082,5.016325517521776e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
TiO2,3.7432814976396642,-3.8330095109798665,5.016437491732843e-08,256847846.24379814,1.7440413557778811e-09,1.2505614044311386e-09
TiO2,1.1060653557170494,-0.8405912458761913,5.017183646385757e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.6495112189833474,-1.2733393271044586,5.017150092837525e-08,267819.86404442514,2.038802904280601e-08,1.0818014678504184e-09
HfO2,3.6534037352507784,-3.8561112202213463,5.0175647525945715e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2890123682322034,-1.0151689468394554,5.0183120485337284e-08,63919970.06626337,2.8878019975309144e-08,1.0700374215161235e-09
Al2O3,3.3052814666759938,-3.5063340518619905,5.017382700743433e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
TiO2,1.1604121989773934,-1.0750302128729285,5.0189119713657136e-08,6507696783.33902,7.689950223266351e-07,2.09683874430322e-10
HfO2,3.0660042891794785,-3.1734344093450426,5.019109495855587e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.155303862446578,-3.6141241083949818,5.0181454582626276e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
HfO2,3.387037183875628,-3.67311678378649,5.016860189517584e-08,267819.86404442514,8.800213890935993e-10,1.2515494751674794e-09
Al2O3,3.2716421124066324,-3.650270050530513,5.019078227015653e-08,63919970.06626337,6.260449936235091e-10,1.2534216442539048e-09
